Rock_Type,Porosity,Permeability,Trap_Type,Seismic_Score,Proximity_to_Oil_Field,Estimated_Reservoir_Depth,Oil_Presence
Sandstone,13.358729060569335,685.1106067,Dome,0.990356758,4.24887743181112,3342.0000000000005,1
Limestone,11.901828014051576,683.0250087161389,None,0.5920248165277222,4.944902335081877,2833.9999999999995,0
Sandstone,0.767093973,450.78284718798267,Anticline,0.40484045657895545,2.4798459471016,3139.0,0
Sandstone,7.387324829118002,339.6549761914117,Dome,0.6225723701614396,1.6482662522728413,3074.6000000000004,0
Sandstone,21.012953974695115,121.22009980280896,Fault,0.3773277743022193,4.876904369837059,517.0,0
Shale,12.192556230064136,589.5415566439649,Fault,0.7798835857345133,1.5085893592761783,2096.3999999999996,0
Limestone,29.327698810351297,962.3877833048396,Dome,0.5759720042296392,4.521404183310031,1459.9999999999998,1
Shale,16.74295879349952,470.8769114544206,None,0.65136867331493,4.032037271461214,581.0,1
Limestone,15.05785682182023,479.3504413314562,Anticline,0.3510654894471893,0.5260346449650821,3731.0,1
Sandstone,9.72587532806999,551.5227000663054,Anticline,0.2069531519486293,1.5777968230298574,3082.2000000000003,0
Shale,23.405678054489847,721.7676839585408,None,0.8819596764854412,0.7488406367061828,1451.0,0
Shale,5.736315532402254,431.8145453890967,None,0.5782333344978777,2.65306438270658,2739.8,1
Shale,12.097341790443638,623.8146955604179,Anticline,0.1817475826890936,1.5823123716382128,2777.7999999999997,0
Limestone,10.250237214553623,801.5708776255838,None,0.2138352556671305,0.0606899840837943,1781.0,0
Shale,3.3603513920461703,851.3545006690761,Fault,0.5177881704805695,4.148722188266711,1674.0000000000002,0
Sandstone,22.01716131005608,559.6266940998685,Fault,0.905541661,2.472316632505947,2794.0,0
Limestone,3.710725518412822,637.0109936544175,None,0.32874635799956775,1.121241809519536,1078.0,0
Shale,1.385894496048865,361.3869973,Fault,0.25028050929873774,1.155515123,1548.0,0
Limestone,11.787280068146798,917.1611206666132,Dome,0.5765403407558173,0.5206238121869694,4419.0,0
Limestone,14.777970156654424,476.0753395517942,None,0.380599119888637,1.9262914005313025,4930.0,0
Shale,5.872380886,565.240428634596,Anticline,0.8435487928283237,0.5867135320184463,2741.0,0
Shale,3.6633454777286376,770.8548411603584,Fault,0.553998334551255,3.0719249237764434,3397.8,0
Shale,6.972121386432394,734.6489260165214,None,0.1488872026237667,2.926478202,1546.0,0
Sandstone,11.91814418521379,414.8940040218389,Fault,0.8366531276266775,1.4310019853249196,2388.0,1
Limestone,11.530880364003616,625.3944347,None,0.47224366078939345,2.238116254598229,727.0,0
Sandstone,3.607529597122039,397.5293543431901,Anticline,0.9870087503089592,4.879456590995995,962.8492898185932,1
Sandstone,8.636390342090426,608.9261086339611,None,0.9426461464796644,4.842628157556095,1016.0,0
Limestone,3.812887206553177,722.3753488216129,None,0.5956934958135682,1.3783836624059949,1468.0,0
Sandstone,0.8353172273224019,451.6381981793647,None,0.5175934161264422,2.1308804763170968,3293.3333333333335,0
Limestone,5.770390894617452,857.4704957100193,None,0.0592727867679772,0.7730625733174845,1815.0381604219976,0
Shale,29.99254690287133,512.6987094381557,Anticline,0.3263612882246169,0.9946420683263997,1118.0,0
Limestone,0.7077590334238759,489.2174622232104,Fault,0.2135630084578761,1.7708436983319635,1899.9765683864812,0
Sandstone,25.87489522204756,583.9159765478146,None,0.3729315685666111,1.297688575820243,2806.0000000000005,0
Shale,3.660222407306671,802.6573555220331,Anticline,0.8525230068217636,3.958279176939152,659.0,0
Shale,5.280742651234014,327.41432141489383,Fault,0.2728170787634203,4.203395555772905,2458.0,0
Sandstone,9.37991510363131,804.4768124686111,Anticline,0.5795184612220051,4.713035699076631,2230.0,0
Limestone,14.261856923074426,975.0938536761182,Fault,0.007670799000000001,2.5363758882750287,3463.3999999999996,0
Limestone,7.105484117896388,764.65802926205,Dome,0.2243783339301854,2.577158648304804,2754.0,0
Sandstone,4.817810851299257,72.08410062669851,None,0.1436764363547702,1.8055273972453607,3513.000000000001,0
Sandstone,22.95811572350871,357.35642437551473,Anticline,0.4787199,2.930333463305628,4018.0000000000005,0
Limestone,12.475840182238429,115.39169027251243,Fault,0.0260555527950701,2.0505694160257866,2728.660233127143,1
Sandstone,22.96630109067608,526.693229519686,None,0.5279504951786752,4.9946125423166645,3924.0,0
Limestone,24.25711602442171,228.2633999781933,Fault,0.15462449679336274,2.409938983879927,3749.0000000000005,0
Shale,9.448561857562783,400.8437522552335,Anticline,0.0149289672360176,1.7352291462394231,2584.25,0
Sandstone,18.23335315820661,852.0168434991762,Dome,0.8597038882047439,4.050026016949691,1703.0,1
Limestone,29.03228474501147,580.2000627268465,Anticline,0.1146574965245906,3.3871268478186396,1608.0,0
Shale,13.30677263912329,708.4617519137353,Dome,0.5870043605916931,3.530619739579116,1537.0,0
Shale,9.526637396085052,456.1607575928738,None,0.3009865092617835,2.796738062714333,1098.0,1
Limestone,4.865121814115642,547.5141535838276,Fault,0.7599665679142321,3.6916876790388247,4575.0,1
Sandstone,13.662986266727271,453.4357651379684,Dome,0.004001676,3.9681105264978864,3514.0,0
Sandstone,4.910269911891836,943.291049063622,Anticline,0.1246116764636666,2.8113437311071694,1715.6592484227365,0
Sandstone,3.7632535335156003,692.5647279716908,Dome,0.3570353426088887,3.715542566412162,2731.1620988873537,0
Sandstone,16.245201199300517,424.330002187819,Fault,0.291178168,1.5280362908271097,3071.6000000000004,0
Sandstone,11.490072191640918,695.9795891549417,Dome,0.4391044474069674,0.5438411577688829,2633.6000000000004,0
Sandstone,1.5064329507136576,356.85510593661536,Anticline,0.7346220404322331,3.5890920604908856,1598.9999999999998,1
Shale,21.882463461796217,297.6772034028156,Anticline,0.1021150889490368,3.3459247050139584,3563.0,0
Sandstone,0.2417731002635936,942.2914857716752,Anticline,0.908593587916376,1.534772509633101,927.196706386292,1
Limestone,10.58073360509204,573.2858928669209,Fault,0.9980205148205228,4.977234987974923,2596.254362309303,1
Limestone,7.090097708062536,452.9526379178926,Anticline,0.1878053168359833,2.308016084,4544.0,0
Sandstone,20.066587640678684,857.6277684824839,None,0.46882019940687025,3.23455703770104,3580.0,0
Sandstone,2.9252307739162573,387.6802460779018,Fault,0.8866131428716211,0.1199470373976041,2309.0,0
Shale,2.2659980747072286,512.6988057934744,Anticline,0.2964465112899875,0.3901433214278399,584.0,0
Sandstone,20.416744853373043,841.6742083,Anticline,0.36103750775176907,2.307028169192584,2754.3333333333335,0
Shale,13.530795565485361,973.9038893,Anticline,0.7962824382950623,2.471025864118857,2764.2,0
Sandstone,10.824189341340077,655.5169710347413,Dome,0.48675041959791826,0.8443434607486638,3112.0,1
Limestone,16.878333440352765,906.989495242194,Anticline,0.5713466113154709,4.650243318207643,3809.0000000000005,0
Limestone,6.197430486653425,568.4185785306207,None,0.8012141878430362,1.6889307264535043,4763.0,0
Sandstone,13.01613122858168,376.1324697844995,Fault,0.7575868187664275,3.369442560595666,2718.0,0
Limestone,24.757459999565427,823.4922297524147,Dome,0.6682971221958884,3.3140901444201125,2635.2499999999995,0
Sandstone,11.98974006257261,759.0147886916845,Anticline,0.47060040846298645,1.519540681909108,2251.2140278577995,0
Sandstone,6.282530124655628,800.1916808829793,None,0.4795439274571891,2.3854893983672714,2083.0,0
Sandstone,7.892400897725724,170.82258113572115,Anticline,0.4929845578183954,4.980235610632328,4807.0,0
Shale,19.07818730224301,591.6151167523801,Anticline,0.5775349249438466,2.3297759890286818,2765.3333333333335,0
Sandstone,9.181414986863144,843.6356899563885,Dome,0.3861869441194644,0.6596110421173423,2278.5,0
Sandstone,8.784386002115063,357.35642437551473,Anticline,0.8661153782252905,2.0036708939718406,4018.0000000000005,1
Sandstone,8.227024896499504,413.45967898826603,Anticline,0.6820853462478015,3.579231221759584,3927.0000000000005,0
Limestone,11.382263459738207,460.0238177491152,None,0.3949604276103488,2.551795405973236,1585.0,0
Sandstone,10.61090059742202,955.9141732,Anticline,0.3872618122731889,3.207329355529948,1549.25,0
Sandstone,29.86532904047599,828.2314831901434,Dome,0.096460104,1.218130934678938,2667.083132277132,0
Shale,12.676181406715646,615.9092954997778,Fault,0.5195021247618623,3.0948670419119257,1069.0,0
Limestone,5.315775030335733,288.265903,Dome,0.9619247578160508,4.115005874456724,3698.0,1
Shale,3.573196076301488,490.4038506397898,None,0.2623172144980064,0.9686925573252436,4679.0,0
Shale,11.16360645725096,283.7339489178858,Fault,0.2610438660776544,2.08997128940008,4996.0,0
Sandstone,13.933778147135374,417.92573998543503,None,0.2132203490700008,0.34456089963940667,1801.0,0
Sandstone,9.963293499243736,425.7286912336883,None,0.7498392836454242,0.3087485208388885,2232.0,0
Shale,19.156311822057404,843.4136662284454,Fault,0.36343287705122623,0.5672684313535492,3790.0,0
Sandstone,15.249612252178759,632.175715150175,Dome,0.9274036757291032,0.19680970871064352,3725.0,1
Shale,19.462054166272026,358.7207958099623,Anticline,0.064157862,3.764509540782173,2760.7999999999997,0
Limestone,0.2954047503603285,773.3754522306584,Dome,0.4414043998764747,4.359904612713076,3297.5,0
Sandstone,16.48285836865548,168.53800885214187,Fault,0.8557290841417408,0.6615850792855027,1862.0000000000002,1
Sandstone,17.058605919419954,341.4759521011471,Dome,0.8789551112920235,2.195089662145544,2252.0,0
Limestone,17.602443569020288,695.0942096,None,0.5738858673758923,1.7647220736875897,2758.333333333333,0
Shale,5.843204930616776,135.58101513885603,Fault,0.6006779229552052,1.8618959419555539,3423.9984470691215,0
Shale,13.463364119838444,806.5964164273278,Anticline,0.608330255,0.2957804776863965,2999.9999999999995,0
Limestone,20.092633536547435,495.1031728987954,None,0.1462257492179137,2.080402385844163,1575.0,0
Limestone,26.05232363824146,483.0285575569968,Fault,0.5659948382691918,0.1271617068097008,630.0,1
Limestone,21.166881349490733,429.13604798919033,Dome,0.016080086,0.8309114216170965,3297.5,0
Sandstone,15.936984281463502,491.7475371750526,Fault,0.8866131428716211,1.9708497526411153,2579.3517728944894,0
Sandstone,25.25950584174679,463.6177385154533,None,0.320172291,3.718094397581651,3602.25,0
Shale,8.353726391,585.193809208963,Fault,0.6760560009786126,3.3785494290197056,3054.6000000000004,0
Shale,26.01532063354057,285.38971755487086,Fault,0.4685162277036508,3.2217221793720325,2301.0,0
Limestone,15.7843191120378,326.5041899174571,Anticline,0.5307872649659102,2.9996184562482067,2780.0,1
Limestone,18.79975917274023,478.7024430128539,Fault,0.1591590318499031,0.4300194886736447,3782.0000000000005,1
Shale,4.169069756598738,554.2864519365074,None,0.6935264272259882,1.362241095887077,4916.0,0
Limestone,12.600122222442147,463.9437675726926,Fault,0.1497255641461903,4.617033031591974,2095.0,0
Limestone,8.772452516527439,518.4738129931476,Anticline,0.060816312,1.2821905299922904,3023.0,0
Shale,29.756785719589256,695.8089315795129,Dome,0.2391430225014869,4.919388097085462,2790.0000000000005,0
Shale,0.8241168753895456,160.80295455018657,Fault,0.368030053,4.7672547816859705,3424.0,0
Limestone,2.244636155849191,433.86187197284835,Anticline,0.0076512460000000004,3.4410140522259267,3666.0,0
Shale,2.759535320123998,407.31737987012434,Fault,0.2728170787634203,3.628112389923479,3381.0,0
Sandstone,23.186417323905545,300.429755236204,None,0.3464782460404394,2.103286406347355,1596.0,0
Sandstone,15.878023444307704,228.8456401045079,Fault,0.088935245,0.2295325757869287,2736.0,0
Shale,4.875469343,6.629125102,Fault,0.5708694983075259,3.990762036552242,2713.9058395247903,0
Limestone,18.824036962982184,520.4995267432342,Dome,0.50373286336756,2.9500407323634197,2538.0,0
Shale,15.10859813920804,626.9984697815358,Dome,0.33963884666028454,0.4301307694343509,1964.0,0
Shale,4.410448646993357,99.28710701,Dome,0.8026712203158792,3.9658760334210834,4534.0,0
Shale,23.74390622668557,920.6333285566305,Dome,0.001433399,1.3157561836710596,4596.0,0
Limestone,27.508261446027475,797.1508078196497,Anticline,0.5673608506813306,2.927241457423115,3225.0000000000005,0
Shale,2.2986720597660817,619.9745153450411,Fault,0.48127455947938413,4.998872388027642,2744.0,0
Shale,9.493637296,143.41370087780507,None,0.882092979,4.670972209542769,1389.0,0
Limestone,15.266557655227372,367.62936996876505,Anticline,0.49654832411185074,1.8121458528915622,2025.0,0
Shale,13.83500704,728.6863223945768,Fault,0.46045505731123304,2.5790105083273964,3583.0000000000005,0
Shale,13.497469981817982,598.3130812710691,Dome,0.40539815063513457,1.6025497757980682,2785.5,1
Limestone,7.488741132317501,26.31231529501889,Dome,0.5765403407558173,2.9892763803340743,1320.9999999999998,1
Shale,12.645264330763755,530.9034546727479,Anticline,0.6797015203711821,4.234178898755027,4670.0,0
Limestone,14.991179972569878,675.7290326981587,Fault,0.8091272253580883,1.341439254444163,4706.0,1
Shale,18.933510836767045,643.3699672045814,Dome,0.2109165561406798,0.2833365443885993,513.0,1
Sandstone,8.047510767669323,475.1117331142735,Fault,0.8309019891677106,2.9515826824949105,2202.6,0
Sandstone,29.57304748757224,79.82292766170985,None,0.4814312028120059,3.9885328674368834,1697.0,0
Limestone,14.676817642497577,976.5135440102048,Anticline,0.434989239,3.981068845089503,4888.0,0
Shale,1.2285459644843932,322.7101737695116,None,0.510353543053064,2.8017258973297334,3058.0000000000005,0
Limestone,18.350123932142775,862.2419693780287,Dome,0.9496941809192124,3.635286627864313,2129.0,1
Shale,27.92472224970342,147.6548301222424,Anticline,0.5050166538990986,2.150117936725049,523.0,0
Limestone,22.443170036624675,513.5988153415013,None,0.6566486050322533,0.037006697,3184.2,0
Sandstone,15.638306364043771,757.6447961326963,None,0.2427982645276724,0.9962618659999999,2390.0,0
Shale,4.120852379060227,133.51123057951156,Fault,0.2405378933050502,1.2576569520748793,4166.0,0
Limestone,8.441789465164891,641.3629535117722,Dome,0.6033139044459218,2.0651355581576407,2733.0,1
Sandstone,3.468168318345366,229.69088864601292,Anticline,0.1038149131224915,0.4007167766677211,769.0,0
Shale,27.89806782222257,300.6739342,Fault,0.5639461282688776,0.009686546,4365.0,0
Shale,2.4729981605697224,456.430514843239,Fault,0.6030082724225491,2.529808370031002,1380.0,0
Limestone,15.944377388454626,483.0285575569968,Fault,0.089797266,0.3925886310591142,634.0028503758427,0
Shale,7.699089722048742,209.1185908103134,Anticline,0.8908151473615851,1.4084920055972534,3133.4985274933792,0
Shale,25.65235157909064,935.3348924193516,None,0.4442289230681954,2.2870020727921907,1097.0,0
Shale,21.47207779232386,434.59905634918925,Anticline,0.5058046230176674,0.4802635979477715,2708.098421625551,0
Sandstone,7.307133775938958,956.6142865947074,Dome,0.8523740974825584,1.3719354510285264,1447.0,0
Limestone,16.039751343278656,329.8963766100643,Fault,0.2030296652331139,1.9992109276310064,1162.0,1
Limestone,14.402704267201392,299.81701548034573,Dome,0.4395675616485584,2.604744279963495,1417.0,0
Shale,5.218826630886766,318.2281119976828,None,0.056841951,4.732529976987288,4413.000000000001,0
Sandstone,9.771066347331068,402.1147379304173,Anticline,0.1387379112267776,3.1249023665487976,4448.0,0
Shale,11.486494418525504,487.3202699062602,Fault,0.4976382118376917,2.868740075789046,4036.0000000000005,0
Limestone,17.99657364158324,478.7024430128539,Fault,0.5267651710909123,3.908786950875622,2397.0,0
Limestone,9.24577515119874,714.0321990565566,None,0.4515118390746734,1.9265574825720089,1477.0,0
Sandstone,24.369785407411847,411.8411460803902,Anticline,0.6871736926095025,4.578819320905588,971.5,1
Sandstone,27.51230338,537.0922753975021,Anticline,0.2750499351961013,4.006098457,2754.3333333333335,0
Sandstone,10.207190186900464,729.6966678887322,Fault,0.5463684910261374,4.1961807405688125,2354.0,0
Sandstone,22.72645179400114,384.7227078611164,Anticline,0.5184958989705009,2.984998565503328,4966.0,1
Sandstone,6.233713941142614,447.4688720690864,Anticline,0.4505540480989268,4.069624381,2367.0,0
Sandstone,1.517905610297452,657.5541115039567,None,0.062267642,1.073957991113355,2499.0000000000005,0
Sandstone,19.237108905993782,726.3337872817062,Dome,0.080941134,4.199955978,2679.8,0
Limestone,24.65257250956171,194.34982986633304,Dome,0.42204088191456973,1.0124911233232765,1980.4,0
Sandstone,0.9533545307197331,753.0642090627209,Dome,0.47319927564163383,0.7529024705171139,1043.0,1
Limestone,25.74416775079963,981.7028214311116,None,0.8965082351115314,0.5072823607201726,3563.0,0
Shale,12.936314545929866,766.9694179156538,None,0.3675319479281169,0.1531784610307163,1967.52427928014,0
Shale,1.056455205765705,39.85691643457932,Dome,0.1489827584099924,0.3975179160306902,1537.0,0
Limestone,10.11800688162679,129.87517084823563,None,0.078468612,2.1013430976840453,2758.333333333333,0
Limestone,13.69240319137273,856.5866016007845,Dome,0.5225156268160511,3.5584805553923737,4442.000000000001,0
Shale,14.761634681472016,506.0802453532131,Anticline,0.2889434179648537,0.092007773,2996.5533293200747,0
Sandstone,24.00457945175252,212.88239500736037,Fault,0.566250868,3.7496430959627065,1029.0,0
Limestone,14.991179972569878,659.2078003,Fault,0.4609797866933571,4.066274755609495,915.9999999999999,0
Shale,9.67764721883633,643.8694292737923,None,0.5533981952867529,0.558765019,4982.0,0
Shale,9.398280334145362,603.5856345811142,Anticline,0.555469621,2.3441026222411594,1887.0,0
Limestone,11.035520838223754,182.51130848395377,Anticline,0.631498836751241,4.884082045922801,4435.0,0
Limestone,2.798935664302306,369.7164667563425,Anticline,0.5892560729026746,4.326227853538011,2736.4,1
Shale,14.11237044252702,759.2929580570411,None,0.083270881,3.1770169195230435,2756.0000000000005,0
Shale,11.895494065309869,610.2189478803846,Dome,0.5710584652491011,1.6315474091168147,1508.0,0
Sandstone,8.977452577804813,845.4918852839074,Dome,0.2467054072750285,0.8647242093543662,4587.0,0
Limestone,7.704274069007191,594.0196033528147,Anticline,0.4660657843187356,0.4984501828701898,1982.0,0
Limestone,12.866531681841304,46.99911488485366,Fault,0.5531015621304658,3.290694718234205,2487.4000000000005,0
Limestone,6.2331188831918505,313.8479817193168,None,0.6732054099635502,3.5333694445955057,3628.0000000000005,0
Limestone,21.672341533906337,327.9230575979112,None,0.33927226824668155,2.2015338984108177,4726.0,0
Shale,21.63673402496749,231.32009842129645,None,0.5172518254386435,3.129399164993225,4749.0,0
Limestone,14.991179972569878,225.72509383315685,Fault,0.7680814070435371,4.615160853983362,747.0,1
Limestone,20.503613322225267,140.15739271769374,Anticline,0.8903124909481418,2.9598629643802914,4305.0,1
Limestone,13.261372270733416,991.7077616,None,0.3244534216181676,3.8979554799999994,4279.000000000001,0
Sandstone,24.09111482302416,170.82258113572115,Anticline,0.5616633369429792,0.5937779213322109,1076.0,0
Sandstone,13.970476252868384,512.9273289751403,Fault,0.2671845171706855,0.7631789566542219,2039.076189203394,1
Shale,7.589689047948036,786.5065997036816,Fault,0.40385039842587966,0.7863172362366866,1665.0,0
Limestone,29.429589083960494,469.4922802381263,Fault,0.5776955876901549,2.221772450630923,634.0,0
Shale,3.083047279493454,145.96562474612352,Dome,0.8810096692124272,2.860168830802709,2734.0,0
Shale,1.1265696018013682,565.240428634596,Anticline,0.8435487928283237,1.4305001871020018,3706.0000000000005,0
Sandstone,15.25607811112816,964.4190353652536,None,0.36757072083455633,0.8335655580846374,3490.1999999999994,0
Shale,12.645264330763755,530.9034546727479,Anticline,0.5780949074597088,3.5524303414478204,4906.0,0
Limestone,7.934154500015723,251.90724295692746,Dome,0.081089628,2.553132673867771,2289.6000000000004,0
Shale,16.223412400807515,731.4826061762848,None,0.7567814621140921,3.33661078555218,1012.0,0
Limestone,10.216442169689408,484.37748894032967,Anticline,0.5293367877699884,3.225174171721755,3669.0,0
Sandstone,22.88680006663092,441.3250356351048,Fault,0.5333990721877534,1.751348446657585,2034.0,0
Limestone,0.3165336735056956,678.9707877456838,Fault,0.0490887499489905,1.7708485028749807,2237.0,0
Sandstone,15.967927552321317,148.59857811352313,None,0.31113069664092013,0.6429587061272302,2250.6,0
Limestone,25.42920988527765,530.8024233135646,Fault,0.8844574755605131,1.7708436983319635,1903.0,1
Shale,14.986461038591257,470.7601566117164,None,0.8819596764854412,1.927419453653603,2722.0,0
Limestone,29.520945428373903,526.9929282855028,Dome,0.5173819588480452,0.006172623,2936.0000000000005,1
Limestone,10.232829497622053,641.3629535117722,Dome,0.1151624013887124,2.6477906367534265,2733.0,0
Shale,15.872610161393984,119.03739439450986,Anticline,0.40032355087206234,4.197335482920837,2812.8,0
Limestone,7.704274069007191,416.1048027295004,Anticline,0.5782538453367186,4.307640651490192,510.0,0
Shale,21.666482960209382,747.4269963691107,Anticline,0.4524517723524871,1.778584487769679,3801.2,1
Sandstone,21.393054532979907,176.02716056111598,None,0.921526856,2.7917251934123404,4100.0,1
Sandstone,27.97608257406672,212.88204669979373,Fault,0.2035534561774709,1.6004654902277786,1029.0,0
Shale,12.9591101774882,446.0132297,Fault,0.8349950222048218,4.7122572236703295,2571.8,0
Limestone,21.74793592558857,715.5062545821427,Dome,0.626387796,2.8470787207253743,2853.0,1
Shale,28.31987720131834,550.577745896126,None,0.7881732639427106,4.072925667839047,2516.2,0
Shale,10.413861327357468,53.193338117127055,Dome,0.2597111040663301,2.958849249810966,2971.2,0
Shale,13.003910991993711,154.83400228717937,Dome,0.1491860340634647,0.2833365443885993,2811.0,0
Shale,29.04336709218349,40.111393732800906,Fault,0.2728170787634203,3.1888136002361884,3597.0000000000005,0
Limestone,6.944402877389647,420.6522229569121,Dome,0.4068022786343809,0.8798065933049282,3292.0,0
Sandstone,28.223198990685027,360.8019910605777,Fault,0.795545276,1.685848014171578,1029.0,1
Limestone,11.26323329003738,488.3138378976431,Anticline,0.7512440301848715,4.2813008438330415,3843.0000000000005,1
Shale,10.08021176970326,516.7345082488687,Dome,0.7816097991271752,2.660590733855114,2801.6000000000004,0
Sandstone,16.441697152969613,606.9717381457267,Fault,0.42888470131397977,4.0956255087137325,2384.4,0
Sandstone,18.249386107837303,155.20740812600442,Fault,0.917541081596636,2.236261732598061,3149.7500000000005,1
Sandstone,11.181709647549782,19.43876831440428,Anticline,0.5194483713761749,0.4042601651980915,3112.8,1
Limestone,8.950132307624962,399.94821495057283,Fault,0.1794072409021057,2.7629947100446164,3769.333333333333,1
Shale,9.788467989913643,585.0373869044403,Fault,0.5395151135743653,3.864725395090216,4378.0,0
Limestone,27.23252400723713,483.0285575569968,Fault,0.9862697472955654,1.7708436983319635,4602.0,1
Limestone,19.24705700054983,153.4216500780764,Anticline,0.090588002,2.381541804565262,3626.0000000000005,0
Limestone,4.362579907244781,802.6492937360122,None,0.6376292474279519,2.6229654397932145,3828.2,0
Sandstone,18.86619433239916,96.85979919164332,Fault,0.2428295441933406,1.7902745611619904,4649.0,0
Limestone,11.836533878441196,667.8759041478561,Fault,0.4937043298479217,3.883842042548223,2886.6,1
Sandstone,15.039479905656668,524.556009958694,Dome,0.6610235434248729,1.7165839744055233,3089.9999999999995,0
Sandstone,8.219663446290543,897.3460819,None,0.36801660256554497,2.8495454010638084,2111.25,0
Shale,0.548252092,675.5142260961123,Anticline,0.3722702581266772,0.082032144,4329.0,0
Shale,15.702215552024155,909.5513372507224,None,0.1380309151966365,1.1753050250502066,1949.5,0
Limestone,1.8028923113451043,626.4163247008279,None,0.1647728019118859,2.3301705975001847,2616.271077007646,0
Shale,18.24895960021953,832.0561756929728,None,0.4288236938939078,0.9828318835510368,3156.6,0
Limestone,8.469415026321606,648.0216868,None,0.755577195,3.947821565754819,1642.0,1
Limestone,23.089264916509634,764.6579673703475,Dome,0.2021426062433853,2.756813394059072,1627.0,0
Sandstone,11.488121468748512,634.9155907207653,Anticline,0.5324923241274829,2.919311406455176,1821.0000000000005,0
Sandstone,15.369727485559379,772.6385886276569,Fault,0.3398427151498068,0.524356105,2232.0,0
Shale,22.39809613932612,104.15555062664647,None,0.953322160466356,4.670972209542769,4778.0,0
Limestone,11.57348262297947,517.7694810001586,Fault,0.6842392266025806,2.4183124513638505,2463.516018491447,1
Limestone,29.574109783509147,462.37260012604776,Anticline,0.6806985960805767,0.0265125546642303,1856.0,0
Limestone,2.269833117123325,117.9280276336198,Dome,0.9792330832972445,1.8050317240883287,1354.0,1
Sandstone,26.65392329768762,639.6546674839295,Dome,0.4935169867247723,4.811697115085827,4910.0,0
Shale,17.502786454322734,958.0240715554904,Dome,0.08960706,2.729082107761562,3796.0000000000005,0
Shale,27.895755015016828,99.80554209051404,None,0.8669939837581565,4.670972209542769,900.0,0
Limestone,22.651812444485483,115.68117103116592,None,0.8968792951421874,3.2826521809409304,1508.0,1
Limestone,16.237146433014903,551.8228221577426,Dome,0.7332607259032996,2.9973842175720846,1475.4,1
Sandstone,2.957487811,610.0547424055992,Fault,0.6954531233884886,2.867809823663001,619.0,1
Shale,12.196703514243127,631.0055543391209,None,0.5111275430456123,2.256949494169987,2238.0,0
Shale,28.68398569027107,380.0659414940704,None,0.1099559617621799,4.5917778858228315,2213.0,0
Sandstone,4.012820852310065,384.7227078611164,Anticline,0.4043168136146872,2.0169475581130247,3944.0000000000005,0
Shale,24.08943903927312,502.2111038718034,Anticline,0.1468199856413458,4.045824879871985,4540.0,0
Sandstone,5.851641667,289.225271558369,Anticline,0.3438176904066171,1.3344537307478137,1619.0,0
Sandstone,15.484044140234936,393.00670313887326,Dome,0.2593662020774835,2.745407189126606,2571.0,0
Sandstone,22.6678181764248,382.4629541244923,None,0.8933565746596509,2.093155309302452,2467.0,1
Sandstone,17.53187764768372,133.0112347916907,Dome,0.3505946722761345,3.2981501225078325,4383.000000000001,0
Sandstone,7.17043604,703.506164514965,Dome,0.1527872736434671,2.9355556352901657,2278.7388701401064,0
Sandstone,11.61840104853026,366.7579401669902,None,0.6675252410902981,2.9370223529787176,1923.0,0
Sandstone,18.671277944195225,418.0570815,None,0.6397866287665797,2.6114375042780478,3413.0,0
Limestone,15.501310113558043,797.7126453071214,None,0.514235483,2.691145786909926,3119.0000000000005,0
Sandstone,23.889019902453967,546.9759353745852,Fault,0.8519877731222028,3.0683868833844774,2179.0,1
Limestone,21.95038796362445,764.6579673703475,Dome,0.7681738266838394,3.5584805553923737,1315.0,1
Limestone,27.671024540103087,683.0250087161389,None,0.7091571657014643,1.508103685426665,2833.9999999999995,1
Sandstone,20.823972163950625,19.18139255890166,None,0.252305531100591,0.488438367,829.0,0
Sandstone,19.851115364440403,791.9244514166871,Anticline,0.2979191943121063,0.6816209841697156,995.0,0
Limestone,15.651354041007549,761.6272764398425,Dome,0.8523088298882903,0.7156025723019666,3297.5,1
Limestone,18.221388561313763,54.91579166596435,None,0.089170477,2.990356378621191,2283.4,0
Shale,9.127255914815873,589.5415566439649,Fault,0.9629802480652716,0.0201230579844458,2096.4,0
Sandstone,17.49203053266431,723.7164804077474,None,0.684873945107205,2.373057643375282,3854.9999999999995,0
Limestone,25.200564957620955,870.5255123174762,None,0.039570962,0.8657428059314703,3560.0,0
Shale,23.79385613889169,375.6632459280577,Dome,0.6913598612340552,1.7706145586111626,3535.0,0
Shale,7.321920329017538,534.2082387968874,Dome,0.41943987648995046,3.56538447689474,726.0,0
Sandstone,9.5963873,465.73021316943345,Fault,0.8494641610524079,1.965598960925906,703.0,1
Shale,9.692132052172536,801.3977313532916,None,0.1005315507862191,3.137271920897747,2653.2,0
Shale,9.539476540210048,269.3305623395848,Anticline,0.874771363,3.705972138914321,2320.0,0
Limestone,24.31309756846876,275.89885287568063,Dome,0.6480810748157035,4.217448777970051,641.0,1
Sandstone,13.956162993650132,944.3127826060056,Dome,0.6498760292315197,1.2383176825831508,2943.7499999999995,1
Shale,2.7342191833403264,502.99483210917765,None,0.46259717021443286,2.7591709716863324,4135.0,1
Shale,0.2699597184976732,496.0037309934942,Dome,0.6080007570014332,1.6864530291954691,2801.6000000000004,0
Limestone,3.858721813175762,111.59498311770436,Fault,0.7599654523128266,1.805185034045204,2330.0,1
Sandstone,20.77542038283579,604.5115093559685,Dome,0.05613698,2.3991861180451663,1903.0,0
